Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo Municipio INE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;email;Web;Entidad_Titular;Naturaleza;Sector;Tipo;Subtipo
SERVICIO DE ESTIMULACIÓN COGNITIVA;06/10/2023;PLAZA SAN NICOLAS   ;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;980 660451;;direccion@fundacioninmaculada.com;;FUNDACION INMACULADA CONCEPCION DE VILLALPANDO;FUNDACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTONOMIA FUNCIONAL;06/10/2023;PLAZA SAN NICOLAS   ;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;980 660451;;direccion@fundacioninmaculada.com;;FUNDACION INMACULADA CONCEPCION DE VILLALPANDO;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE HABILITACION Y TERAPIA OCUPACIONAL;06/10/2023;PLAZA SAN NICOLAS   ;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;980 660451;;direccion@fundacioninmaculada.com;;FUNDACION INMACULADA CONCEPCION DE VILLALPANDO;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTONOMÍA FUNCIONAL;18/01/2023;CALLE ALTASANGRE 6;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;983 591044;;iciarraposo@aspaymcyl.org;;FUNDACIÓN ASPAYM CASTILLA Y LEÓN;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
ASISTENCIA PERSONAL;02/08/2022;CALLE OLIVO 8 BAJO;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;642 033200;;;;ILIANA SASHEVA MITEVA;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SOCIOCULTURAL;30/07/2010;CALLE ALTASANGRE S/Nº;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;980 660196;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS "LA PURISIMA DE VILLALPANDO";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
APOYO A LA PERMANENCIA DE LAS PERSONAS MAYORES EN SU DOMICILIO;17/02/2014;PLAZA SAN NICOLAS S/Nº;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;980 660451;;;;FUNDACION INMACULADA CONCEPCION DE VILLALPANDO;FUNDACIÓN;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
SERVICIO A TRANSEUNTES E INMIGRANTES;21/07/2011;CALLE FUENTE S/Nº;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;980 509994;;;;CARITAS DIOCESANA DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;INCLUSIÓN SOCIAL-[TR];Servicio;Promoción individual y reinserción social
ORIENT., FORMACION E INFORM. DE ENF. Y MINUSV.;05/03/2007;CALLE REAL 9;49;49250;ZAMORA;VILLALPANDO;49630;VILLALPANDO;980 524280;;;;ASOCIACIÓN FRATERNIDAD CRISTIANA DE PERSONAS CON DISCAPACIDAD DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;PERSONAS CON DISCAPACIDAD;Servicio;Información y orientación sobre discapacidad
SERVICIO SOCIOCULTURAL;26/08/2022;CALLE RODERA, S/N;49;49251;ZAMORA;VILLALUBE;49539;TORO;980 503546;;;;ASOCIACIÓN JUBILADOS Y PENSIONISTAS "SAN ESTEBAN DE VILLALUBE";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;PLAZA NUEVA DE ESPAÑA S/N;49;49252;ZAMORA;VILLAMAYOR DE CAMPOS;49131;VILLALPANDO;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS DE VILLAMAYOR DE CAMPOS;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL;27/06/2011;CARRETERA VALPARAISO S/Nº;49;49255;ZAMORA;VILLAMOR DE LOS ESCUDEROS;49719;FUENTESAÚCO;980 609003;;;;AYUNTAMIENTO DE VILLAMOR DE LOS ESCUDEROS;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;PLAZA MAYOR S/N;49;49255;ZAMORA;VILLAMOR DE LOS ESCUDEROS;49719;FUENTESAÚCO;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN JORGE DE VILLAMOR DE LOS ESCUDEROS;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO SOCIOCULTURAL;28/12/2007;CALLE ESCUELA S/Nº;49;49256;ZAMORA;MOZAR;49698;BENAVENTE;980 640650;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS "SAN JULIAN DE MOZAR DE VALVERDE";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SOCIOCULTURAL;05/03/2007;CALLE BENAVENTE S/Nº;49;49256;ZAMORA;VECILLA DE TRASMONTE;49697;BENAVENTE;;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS "VIRGEN DE LA VEGA DE VECILLA DE TRASMONTE";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SOCIOCULTURAL;05/03/2007;CALLE ESCUELA S/Nº;49;49256;ZAMORA;VILLANAZAR;49697;BENAVENTE;980 563098;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS SANTA LUCIA DE VILLANAZAR;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE INFORMACION Y ORIENTACION A PERSONAS MAYORES;26/08/2022;CALLE ESCUELAS, Nº 10;49;49258;ZAMORA;VILLANUEVA DE CAMPEAN;49708;ZAMORA RURAL;980 560922;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SAN JUAN DE VILLANUEVA DE CAMPEAN;ASOCIACIÓN;PERSONAS MAYORES;Servicio;Información y orientación
ASISTENCIA PERSONAL;02/08/2022;CALLE VALDEHUNCO 8;49;49260;ZAMORA;VILLANUEVA DEL CAMPO;49100;VILLALPANDO;980 666888;;;;JULIA ALEJOS GARCÍA;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
APOYO A LA PERMANENCIA DE LAS PERSONAS MAYORES EN SU DOMICILIO;15/06/2022;CALLE BARRERO 4;49;49260;ZAMORA;VILLANUEVA DEL CAMPO;49100;VILLALPANDO;980 666522;;;;AYUNTAMIENTO DE VILLANUEVA DEL CAMPO;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;CALLE CRISTO 14;49;49260;ZAMORA;VILLANUEVA DEL CAMPO;49100;VILLALPANDO;980 666764;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS SANTÍSIMO CRISTO DE VILLANUEVA DE CAMPO;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE PROMOCIÓN DE HÁBITOS Y ESTILOS DE VIDA SALUDABLES;22/02/2024;CALLE VALDEBUFO 25  ;49;49261;ZAMORA;VILLARALBO;49159;ZDESCONOCIDO;; 722436373;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;PERSONAS MAYORES;Servicio;( 9.2   ) Servicio de promoción de hábitos y estilos de vida saludables
SERVICIO DE INFORMACIÓN ESPECIALIZADA SOBRE MUJER;22/02/2024;CALLE VALDEBUFO 25  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;; 722436373;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;MUJER;Servicio;( 1.6   ) Servicio de información especializada sobre mujer
SERVICIO DE INFORMACION ESPECIALIZADA SOBRE DISCAPACIDAD;21/02/2024;CALLE VALDEBUFO 25  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;; 722436373;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 1.8   ) Servicio de información especializada sobre discapacidad
SERVICIO DE APOYO PARA LA INTEGRACION SOCIOLABORAL DE LAS PERSONAS CON DISCAPACIDAD;29/02/2024;CALLE VALDEBUFO 25  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;; 722436373;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 27.4  ) Servicio de apoyo para la integración sociolaboral de las personas con discapacidad
SERVICIO DE AYUDA A DOMICILIO;14/08/2024;CALLE FELIX RODRIGUEZ DE LA FUENTE 32  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;980 539936;980 667987900;mrodriguez2@caserresidenciales.es;;CENTROS ASISTENCIALES SAN TORCUATO, S.L.;SOCIEDADES;PERSONAS MAYORES;Servicio;Ayuda a domicilio
SERVICIO DE ACCIÓN SOCIAL COMUNITARIA Y PROMOCIÓN DE LA SOLIDARIDAD;26/02/2024;CALLE VALDEBUFO 25  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;; 722436373;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;(10.1  ) Servicio de acción social comunitaria y promoción de la solidaridad
SERVICIO DE APOYO PARA LA ACTIVACIÓN DEL PROYECTO DE VIDA;26/02/2024;CALLE VALDEBUFO 26  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;; 722436373;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 18.1  ) Servicio de apoyo para la elaboración del proyecto de vida
SERVICIO DE APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE MUJERES EN SITUACIÓN DE VULNERABILIDAD;29/02/2024;CALLE VALDEBUFO 25  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;; 722436373;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;MUJER;Servicio;(27.3 ) Servicio de apoyo para la  integración sociolaboral de las mujeres en situación de vulnerabi
HABILITACIÓN PSICOSOCIAL PARA PERSONAS CON ENFERMEDAD MENTAL Y DISCAPACIDAD INTELECTUAL;30/09/2021;CAMINO DE MORALEJA S/N;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;980 539491;;;;GERO VITALIA ZAMORA, S. L;SOCIEDADES;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
SERVICIO DE APOYO PARA LA INCLUSION SOCIAL;08/03/2024;CALLE VALDEBUFO 25  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;722 436373;722 615170940;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;( 26.16 ) Servicio de apoyo para la inclusión social
HABILITACION Y TERAPIA OCUPACIONAL;30/09/2021;CAMINO DE MORALEJA 1;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA - SUR;980 539491;;;;GERO VITALIA ZAMORA, S. L;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
GESTION DE CENTROS;28/07/2010;CARRETERA MORALEJA, S/Nº;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;;;;;GERO VITALIA ZAMORA, S. L;SOCIEDADES;PERSONAS MAYORES;Servicio;Gestión de centros
COMEDOR SOCIAL;09/07/2020;CALLE IGLESIA  LA 5;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;;;;;AYUNTAMIENTO DE VILLARALBO;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
.APOYO A LA PERMANENCIA DE LAS PERSONAS MAYORES EN SU DOMICILIO;30/09/2021;CAMINO DE MORALEJA 1;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA - SUR;980 539491;;;;GERO VITALIA ZAMORA, S. L;SOCIEDADES;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
PROMOCION, MANTENIMIENTO Y RECUPERACION DE LA AUTONOMIA PERSONAL;30/09/2021;CAMINO DE MORALEJA 1;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA - SUR;980 539491;;;;GERO VITALIA ZAMORA, S. L;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;CAMINO DE MORALEJA;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA - SUR;980 539491;;;;GERO VITALIA ZAMORA, S. L;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE APOYO TÉCNICO A PERSONAS EN SITUACIÓN DE DEPENDENCIA Y/O DISCAPACIDAD;08/03/2024;CALLE VALDEBUFO 25  ;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;722 436373;722 615170940;asociacionruralza@gmail.com;;ASOCIACIÓN RURALZA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Servicio de apoyo técnico a personas en situación de dependencia y/o discapacidad. (24.11)
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;CALLE IGLESIA  LA 5;49;49261;ZAMORA;VILLARALBO;49159;ZAMORA RURAL;980 537925;;;;ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS SAN ILDEFONSO DE VILLARALBO;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;02/12/2009;CALLE ESCUELA , S/N.;49;49262;ZAMORA;CIONAL;49563;CARBALLEDA - VIDRIALES;980 654783;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SANTA EULALIA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
APOYO A LA PERMANENCIA DE LAS PERSONAS MAYORES EN SU DOMICILIO;29/08/2022;CARRETERA DE ALCAÑICES S/Nº;49;49262;ZAMORA;VILLARDECIERVOS;49562;CARBALLEDA - VIDRIALES;980 654930;;;;FUNDACIÓN SAGRADA FAMILIA;FUNDACIÓN;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
SERVICIO DE INFORMACION Y ORIENTACION A PERSONAS MAYORES;05/03/2007;CALLE ZAMORA S/N;49;49262;ZAMORA;VILLARDECIERVOS;49562;CARBALLEDA - VIDRIALES;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS LA ENCARNACIÓN DE VILLARDECIERVOS;ASOCIACIÓN;PERSONAS MAYORES;Servicio;Información y orientación
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;CARRETERA CASTROVERDE S/N;49;49263;ZAMORA;VILLAR DE FALLAVES;49132;VILLALPANDO;980 664409;;;;ASOCIACION CLUB DEL JUBILADO LA ALEGRIA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;26/08/2022;PLAZA MAYOR 4;49;49264;ZAMORA;CIBANAL;49230;SAYAGO;980 619877;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS SANTA MARIA MAGDALENA DE CIBANAL;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SOCIO CULTURAL;27/02/2012;PLAZA MAYOR 2;49;49264;ZAMORA;VILLAR DEL BUEY;49240;SAYAGO;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS "SAN BLAS DE VILLAR DEL BUEY";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
GESTIÓN DE CENTROS;26/08/2022;CALLE BORRININO, S/N;49;49264;ZAMORA;VILLAR DEL BUEY;49240;SAYAGO;;;;;SOCIOCONSULTING ZAMORANA VESTA, S.L;SOCIEDADES;PERSONAS MAYORES;Servicio;Gestión de centros
FORMACION Y PROMOCION LABORAL-PROF. MUJER RURAL;17/08/2022;PLAZA MAYOR;49;49264;ZAMORA;VILLAR DEL BUEY;49240;SAYAGO;980 619226;;;;ASOCIACIÓN DE MUJERES SANTA MARINA;ASOCIACIÓN;MUJER;Servicio;Promoción de la mujer
SERVICIO SOCIOCULTURAL;08/08/2008;CALLE CAÑADA 19;49;49266;ZAMORA;VILLARDIGA;49129;VILLALPANDO;980 660776;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS DE VILLARDIGA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE INFORMACIÓN Y ORIENTACIÓN A PERSONAS MAYORES;05/03/2007;PLAZA MAYOR ;49;49267;ZAMORA;VILLARDONDIEGO;49871;TORO;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS NATIVIDAD DE NUESTRA SEÑORA DE VILLARDONDIEGO;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
HABILITACIÓN Y TERAPIA OCUPACIONAL;30/09/2021;CALLE DON MATIAS 1;49;49268;ZAMORA;VILLARRIN DE CAMPOS;49137;VILLALPANDO;980 580072;980 580240;CDZAMORA@CARITASZAMORA.ORG;;CARITAS DIOCESANA DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
PROMOCION, MANTENIMIENTO Y RECUPERACION DE LA AUTONOMIA FUNCIONAL;29/08/2022;CALLE DON MATIAS 1;49;49268;ZAMORA;VILLARRIN DE CAMPOS;49137;VILLALPANDO;980 580072;980 520240;;;CARITAS DIOCESANA DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
APOYO A LA PERMANENCIA DE LAS PERSONAS MAYORES EN SU DOMICILIO;30/09/2021;CALLE MATIAS ALONSO S/Nº;49;49268;ZAMORA;VILLARRIN DE CAMPOS;49137;VILLALPANDO;980 580072;;;;CARITAS DIOCESANA DE ZAMORA;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;PERSONAS MAYORES;Servicio;Apoyo a la permanencia de personas mayores en su domicilio
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;PLAZA ESPAÑA S/N;49;49268;ZAMORA;VILLARRIN DE CAMPOS;49137;VILLALPANDO;;;;;ASOCIACIÓN  DE JUBILADOS Y PENSIONISTAS BENDITO CRISTO DE LOS AFLIGIDOS;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
SERVICIO DE INFORMACION Y ORIENTACION A PERSONAS MAYORES;05/03/2007;CALLE SANTA EUFEMIA 1;49;49269;ZAMORA;VILLASECO;49181;ZAMORA RURAL;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS VILLASECO;ASOCIACIÓN;PERSONAS MAYORES;Servicio;Información y orientación
SERVICIO SOCIOCULTURAL;17/03/2008;CALLE TESORO 15;49;49271;ZAMORA;VILLAVEZA DEL AGUA;49332;BENAVENTE;980 641269;;;;ASOCIAACIÓN DE JUBILADOS Y PENSIONISTAS TESORO DE VILLAVEZA DEL AGUA;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
PROMOCION Y OCUPACION ACTIVA TIEMPO OCIO 3 EDAD;05/03/2007;CALLE ARENAL S/N;49;49272;ZAMORA;VILLAVEZA DE VALVERDE;49697;TÁBARA;;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS VILLAVEZA DE VALVERDE;ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
ASISTENCIA PERSONAL;17/08/2022;CALLE CALVO SOTELO 30;49;49273;ZAMORA;VIÑAS;49517;ALISTE;643 104769;;;;ESTEFANIA DUMITRU;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SOCIO- CULTURAL;11/05/2009;CALLE CALVO SOTELO S/Nº;49;49273;ZAMORA;VIÑAS;49517;ALISTE;678 824517;;;;ASOCIACION DE JUBILADOS Y PENSIONISTAS "CRUZ DEL CAMPO DE VIÑAS DE ALISTE";ASOCIACIÓN;PERSONAS MAYORES;Residencia, Servicio;Sociocultural
COMEDOR SOCIAL;09/06/2011;CALLE CALVO SOTELO S/Nº;49;49273;ZAMORA;VIÑAS;49517;ALISTE;980 685521;;;;AYUNTAMIENTO DE VIÑAS  DE ALISTE;ADMINISTRACIÓN LOCAL;PERSONAS MAYORES;Centro de día, Servicio;Comedor social
SERVICIO DE APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE LAS MUJERES EN SITUACIÓN DE VULNERABILIDAD;02/10/2023;CALLE COLON 19  ;49;49275;ZAMORA;ZAMORA;49030;ZAMORA - CENTRO;686 123034;;asociacionadasci@gmail.com;;ASOCIACIÓN PARA EL DESARROLLO, APOYO SOCIAL, COOPERACIÓN E INCLUSIÓN (ADASCI) ;ASOCIACIÓN;MUJER;Servicio;(27.3 ) Servicio de apoyo para la  integración sociolaboral de las mujeres en situación de vulnerabi
SERVICIO DE INFORMACIÓN ESPECIALIZADA SOBRE VIOLENCIA DE GÉNERO;02/10/2023;CALLE COLON 19  ;49;49275;ZAMORA;ZAMORA;49030;ZAMORA - CENTRO;686 123034;;asociacionadasci@gmail.com;;ASOCIACIÓN PARA EL DESARROLLO, APOYO SOCIAL, COOPERACIÓN E INCLUSIÓN (ADASCI) ;ASOCIACIÓN;MUJER;Servicio;( 1.7   ) Servicio de información especializada sobre violencia de género
SERVICIO DE APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;08/02/2024;CARRETERA ALDEHUELA NAVE 5  VIVERO EMPRESAS DIPUT.ZAMORA ;49;49275;ZAMORA;ZAMORA;49021;ZDESCONOCIDO;607 991479;;pagesossolidaris@pagesossolidaris.com;;FUNDACIÓN AGRICULTORES SOLIDARIOS;FUNDACIÓN;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
SERVICIO DE APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE PERSONAS EN RIESGO DE EXCLUSIÓN SOCIAL;22/07/2024;PLAZA ZORRILLA 1  ;49;49275;ZAMORA;ZAMORA;49003;ZDESCONOCIDO;980 535305;;CYLCAE@CYLCAE.ORG;;CÍRCULO DE AUTÓNOMOS Y EMPRENDEDORES DE CASTILLA Y LEÓN;ASOCIACIÓN;INCLUSIÓN SOCIAL;Servicio;(27.5  ) Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social
ASISTENCIA PERSONAL;12/07/2024;CALLE SANCHO IV 6  ;49;49275;ZAMORA;ZAMORA;49006;ZAMORA - CENTRO;682 804623;682 682804623;maryticona814@gmail.com;;MARITZA EDITH TICONA ARENAS;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE ESTIMULACION COGNITIVA;11/10/2024;CALLE COLÓN 19;49;49275;ZAMORA;ZAMORA;49028;ZAMORA - CENTRO;640 260973;640 640260973;azadahizamora2012@gmail.con;;ASOCIACIÓN DE FAMILIARES DE PERSONAS CON TEA, TDA-H Y TGD DE ZAMORA AZADAHI;ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE APOYO PSICOLÓGICO A VÍCTIMAS DE VIOLENCIA DE GÉNERO;02/10/2023;CALLE COLON 19  ;49;49275;ZAMORA;ZAMORA;49030;ZAMORA - CENTRO;686 123034;;asociacionadasci@gmail.com;;ASOCIACIÓN PARA EL DESARROLLO, APOYO SOCIAL, COOPERACIÓN E INCLUSIÓN (ADASCI) ;ASOCIACIÓN;MUJER;Servicio;( 26.9  ) Servicio de apoyo psicológico a víctimas de violencia de género
SERVICIO DE APOYO PERSONAL Y FAMILIAR PARA VÍCTIMAS DE VIOLENCIA DE GÉNERO;02/10/2023;CALLE COLON 19  ;49;49275;ZAMORA;ZAMORA;49030;ZAMORA - CENTRO;686 123034;;asociacionadasci@gmail.com;;ASOCIACIÓN PARA EL DESARROLLO, APOYO SOCIAL, COOPERACIÓN E INCLUSIÓN (ADASCI) ;ASOCIACIÓN;(FAMILIA);Servicio;( 12.7  ) Servicio de apoyo personal y familiar para las víctimas de violencia de género
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTONOMÍA FUNCIONAL;26/06/2024;CALLE BENAVENTE 2  ;49;49275;ZAMORA;ZAMORA;49014;ZAMORA - CENTRO;980 570132;980 638446573;zamora@fundacionpersonas.es;;FUNDACIÓN PERSONAS;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE ACOMPAÑAMIENTO Y ORIENTACIÓN JURÍDICO SOCIAL A LA MUJER VÍCTIMA DE VIOLENCIA DE GÉNERO;23/07/2024;PLAZA ZORRILLA 1  ;49;49275;ZAMORA;ZAMORA;49003;ZAMORA - CENTRO;980 535305;980 681243429;cylcae@cylcae.org;;CÍRCULO DE AUTÓNOMOS Y EMPRENDEDORES DE CASTILLA Y LEÓN;ASOCIACIÓN;MUJER;Servicio;(26.8  ) Serv.  Acompañamiento, orientación jurídico social a mujer víctima violencia de género
SERVICIO DE APOYO PARA LA INTEGRACIÓN SOCIOLABORAL DE LAS MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO;23/07/2024;PLAZA ZORRILLA 1  ;49;49275;ZAMORA;ZAMORA;49003;ZAMORA - CENTRO;980 535305;980 681243429;cylcae@cylcae.org;;CÍRCULO DE AUTÓNOMOS Y EMPRENDEDORES DE CASTILLA Y LEÓN;ASOCIACIÓN;MUJER;Servicio;(27.2  ) Serv. apoyo para la integración sociolaboral de mujeres víctimas de violencia de género
